,Date,Reviews,Ratings
0,"April 10, 2008",Gary gave me and my husband great customer service.,4.6
1,"March 28, 2008","FAST FRIENDLY SERVICE, GREAT INTERNET DEALS!  GARY OSBORN MADE MY BUYING EXPERIENCE PAINLESS AND FUN!",5.0
