,Date,Reviews,Ratings
0,"February 07, 2015","Everyone told me to go here. I did and had a basic electrical and brake line issue.  They doubled talked me. Basically, it was let us go in there and find out more and oh by the way, its going to cost a lot.  In the end they took forever, charged me a ton. I wont go back. I have found another service place that are ethical. ",1.0
1,"October 06, 2013","The service was great, and Brett was very knowledgable about the vehicle. I was impressed! He explained the work need and why in a way I could understand and the pricing was very fair.",5.0
