,Date,Reviews,Ratings
0,"June 11, 2020","I was able to get the BMW I wanted, everything has gone downhill from there, try to call after the sale and its a ghosttown.  ",1.0
1,"August 12, 2016","Midland might be a small little poo hole.
But the BMW dealership there is Simply the Best.
I bought my car there in 2010 and picked it up in Germany. Terry Lawson became a good friend and a wonderful human being. Service was spectacular. Loved going there.
",5.0
