,Date,Reviews,Ratings
0,"May 05, 2020","Our experience at the Seguin Chevrolet dealership was nice and friendly. Everyone smiled and said hello and made us feel relax and welcomed. My husband and I were happy with the whole buying experience and we will recommend. We will surely come back in the near future. Thank you, keep up your excellent work and service.",5.0
1,"May 20, 2017",Always has the customer's best interest in mind.  Bob and his team are always working to get my vehicle in and out as quick as they are able.  I just wish the labor rate was a little lower.  ,4.8
