,Date,Reviews,Ratings
0,"February 22, 2020",Darryl and Josh know what customer service is all about. After a horrible experience at Ron Carter they took care of all of my needs for my 2019 XTS. Honesty above everything else. ,5.0
1,"January 26, 2019",I am so very thankful that I ACCIDENTALLY went to Bayway Cadillac of The Woodlands!  Mr Teddy and Me Josh they say me down and we had a car!!! I have been driving without fear!!! I would mostly definitely would sure my experience!!!  Mrs L. Pruitt,4.2
