,Date,Reviews,Ratings
0,"May 07, 2020",This was me first time to this dealership wa just moved here from Nevada   All of the people in the service department were very professional and the waiting room is very nice. I will bring both of my Gmc and Buick for all of my repairs and services ,5.0
1,"January 23, 2004",Jay Shelton is great! He is very accessible and great to deal with. I have purchased 2 SL's from him and planning for future purchases!!!,5.0
