,Date,Reviews,Ratings
0,"October 01, 2019",The sales team was amazing at Mathews Nissan of Paris. My salesmen  Bryce made this experience easy and no  pressure to buy. All around great customer service. ,5.0
1,"September 29, 2019",Bryce Cunningham and Derek Jones are the best.  Friendly and easy purchase.  No pressure to purchase. Service dept is superior. Friendly and efficient.  Great dealership.  ,5.0
